complaint_id,text,language,category,department,priority,template_group
ENG_0900,This is urgent: my return request was cancelled without explanation I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0901,I cannot log in to my account,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0902,I cannot log in to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0903,I cannot log in to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0904,"Hello, I cannot log in to my account",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0905,"Hello, I cannot log in to my account Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0906,"Hello, I cannot log in to my account I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0907,"Please help, I cannot log in to my account",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0908,"Please help, I cannot log in to my account Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0909,"Please help, I cannot log in to my account I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0910,I need assistance because I cannot log in to my account,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0911,I need assistance because I cannot log in to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0912,I need assistance because I cannot log in to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0913,This is urgent: I cannot log in to my account,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0914,This is urgent: I cannot log in to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0915,This is urgent: I cannot log in to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_01
ENG_0916,I am not receiving the login OTP,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0917,I am not receiving the login OTP Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0918,I am not receiving the login OTP I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0919,"Hello, I am not receiving the login OTP",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0920,"Hello, I am not receiving the login OTP Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0921,"Hello, I am not receiving the login OTP I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0922,"Please help, I am not receiving the login OTP",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0923,"Please help, I am not receiving the login OTP Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0924,"Please help, I am not receiving the login OTP I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0925,I need assistance because I am not receiving the login OTP,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0926,I need assistance because I am not receiving the login OTP Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0927,I need assistance because I am not receiving the login OTP I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0928,This is urgent: I am not receiving the login OTP,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0929,This is urgent: I am not receiving the login OTP Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0930,This is urgent: I am not receiving the login OTP I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_02
ENG_0931,My account has been locked,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0932,My account has been locked Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0933,My account has been locked I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0934,"Hello, my account has been locked",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0935,"Hello, my account has been locked Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0936,"Hello, my account has been locked I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0937,"Please help, my account has been locked",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0938,"Please help, my account has been locked Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0939,"Please help, my account has been locked I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0940,I need assistance because my account has been locked,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0941,I need assistance because my account has been locked Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0942,I need assistance because my account has been locked I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0943,This is urgent: my account has been locked,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0944,This is urgent: my account has been locked Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0945,This is urgent: my account has been locked I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_03
ENG_0946,I cannot update my phone number,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0947,I cannot update my phone number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0948,I cannot update my phone number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0949,"Hello, I cannot update my phone number",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0950,"Hello, I cannot update my phone number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0951,"Hello, I cannot update my phone number I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0952,"Please help, I cannot update my phone number",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0953,"Please help, I cannot update my phone number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0954,"Please help, I cannot update my phone number I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0955,I need assistance because I cannot update my phone number,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0956,I need assistance because I cannot update my phone number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0957,I need assistance because I cannot update my phone number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0958,This is urgent: I cannot update my phone number,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0959,This is urgent: I cannot update my phone number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0960,This is urgent: I cannot update my phone number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_04
ENG_0961,My saved address has disappeared,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0962,My saved address has disappeared Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0963,My saved address has disappeared I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0964,"Hello, my saved address has disappeared",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0965,"Hello, my saved address has disappeared Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0966,"Hello, my saved address has disappeared I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0967,"Please help, my saved address has disappeared",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0968,"Please help, my saved address has disappeared Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0969,"Please help, my saved address has disappeared I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0970,I need assistance because my saved address has disappeared,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0971,I need assistance because my saved address has disappeared Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0972,I need assistance because my saved address has disappeared I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0973,This is urgent: my saved address has disappeared,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0974,This is urgent: my saved address has disappeared Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0975,This is urgent: my saved address has disappeared I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_05
ENG_0976,I forgot my password and cannot reset it,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0977,I forgot my password and cannot reset it Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0978,I forgot my password and cannot reset it I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0979,"Hello, I forgot my password and cannot reset it",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0980,"Hello, I forgot my password and cannot reset it Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0981,"Hello, I forgot my password and cannot reset it I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0982,"Please help, I forgot my password and cannot reset it",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0983,"Please help, I forgot my password and cannot reset it Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0984,"Please help, I forgot my password and cannot reset it I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0985,I need assistance because I forgot my password and cannot reset it,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0986,I need assistance because I forgot my password and cannot reset it Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0987,I need assistance because I forgot my password and cannot reset it I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0988,This is urgent: I forgot my password and cannot reset it,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0989,This is urgent: I forgot my password and cannot reset it Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0990,This is urgent: I forgot my password and cannot reset it I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_06
ENG_0991,The app logs me out repeatedly,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0992,The app logs me out repeatedly Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0993,The app logs me out repeatedly I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0994,"Hello, the app logs me out repeatedly",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0995,"Hello, the app logs me out repeatedly Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0996,"Hello, the app logs me out repeatedly I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0997,"Please help, the app logs me out repeatedly",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0998,"Please help, the app logs me out repeatedly Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_0999,"Please help, the app logs me out repeatedly I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1000,I need assistance because the app logs me out repeatedly,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1001,I need assistance because the app logs me out repeatedly Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1002,I need assistance because the app logs me out repeatedly I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1003,This is urgent: the app logs me out repeatedly,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1004,This is urgent: the app logs me out repeatedly Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1005,This is urgent: the app logs me out repeatedly I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_07
ENG_1006,I cannot change the email linked to my account,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1007,I cannot change the email linked to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1008,I cannot change the email linked to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1009,"Hello, I cannot change the email linked to my account",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1010,"Hello, I cannot change the email linked to my account Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1011,"Hello, I cannot change the email linked to my account I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1012,"Please help, I cannot change the email linked to my account",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1013,"Please help, I cannot change the email linked to my account Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1014,"Please help, I cannot change the email linked to my account I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1015,I need assistance because I cannot change the email linked to my account,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1016,I need assistance because I cannot change the email linked to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1017,I need assistance because I cannot change the email linked to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1018,This is urgent: I cannot change the email linked to my account,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1019,This is urgent: I cannot change the email linked to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1020,This is urgent: I cannot change the email linked to my account I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_08
ENG_1021,My order history is missing,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1022,My order history is missing Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1023,My order history is missing I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1024,"Hello, my order history is missing",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1025,"Hello, my order history is missing Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1026,"Hello, my order history is missing I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1027,"Please help, my order history is missing",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1028,"Please help, my order history is missing Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1029,"Please help, my order history is missing I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1030,I need assistance because my order history is missing,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1031,I need assistance because my order history is missing Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1032,I need assistance because my order history is missing I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1033,This is urgent: my order history is missing,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1034,This is urgent: my order history is missing Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1035,This is urgent: my order history is missing I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_09
ENG_1036,I accidentally created two accounts with the same number,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1037,I accidentally created two accounts with the same number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1038,I accidentally created two accounts with the same number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1039,"Hello, I accidentally created two accounts with the same number",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1040,"Hello, I accidentally created two accounts with the same number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1041,"Hello, I accidentally created two accounts with the same number I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1042,"Please help, I accidentally created two accounts with the same number",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1043,"Please help, I accidentally created two accounts with the same number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1044,"Please help, I accidentally created two accounts with the same number I need an update as soon as possible.",English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1045,I need assistance because I accidentally created two accounts with the same number,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1046,I need assistance because I accidentally created two accounts with the same number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1047,I need assistance because I accidentally created two accounts with the same number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1048,This is urgent: I accidentally created two accounts with the same number,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1049,This is urgent: I accidentally created two accounts with the same number Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1050,This is urgent: I accidentally created two accounts with the same number I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_10
ENG_1051,There is an unknown transaction on my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1052,There is an unknown transaction on my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1053,There is an unknown transaction on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1054,"Hello, there is an unknown transaction on my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1055,"Hello, there is an unknown transaction on my account Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1056,"Hello, there is an unknown transaction on my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1057,"Please help, there is an unknown transaction on my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1058,"Please help, there is an unknown transaction on my account Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1059,"Please help, there is an unknown transaction on my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1060,I need assistance because there is an unknown transaction on my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1061,I need assistance because there is an unknown transaction on my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1062,I need assistance because there is an unknown transaction on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1063,This is urgent: there is an unknown transaction on my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1064,This is urgent: there is an unknown transaction on my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1065,This is urgent: there is an unknown transaction on my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_01
ENG_1066,Someone placed an order using my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1067,Someone placed an order using my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1068,Someone placed an order using my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1069,"Hello, someone placed an order using my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1070,"Hello, someone placed an order using my account Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1071,"Hello, someone placed an order using my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1072,"Please help, someone placed an order using my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1073,"Please help, someone placed an order using my account Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1074,"Please help, someone placed an order using my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1075,I need assistance because someone placed an order using my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1076,I need assistance because someone placed an order using my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1077,I need assistance because someone placed an order using my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1078,This is urgent: someone placed an order using my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1079,This is urgent: someone placed an order using my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1080,This is urgent: someone placed an order using my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02
ENG_1081,My account appears to have been hacked,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1082,My account appears to have been hacked Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1083,My account appears to have been hacked I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1084,"Hello, my account appears to have been hacked",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1085,"Hello, my account appears to have been hacked Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1086,"Hello, my account appears to have been hacked I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1087,"Please help, my account appears to have been hacked",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1088,"Please help, my account appears to have been hacked Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1089,"Please help, my account appears to have been hacked I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1090,I need assistance because my account appears to have been hacked,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1091,I need assistance because my account appears to have been hacked Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1092,I need assistance because my account appears to have been hacked I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1093,This is urgent: my account appears to have been hacked,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1094,This is urgent: my account appears to have been hacked Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1095,This is urgent: my account appears to have been hacked I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03
ENG_1096,I received an OTP for a purchase I did not make,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1097,I received an OTP for a purchase I did not make Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1098,I received an OTP for a purchase I did not make I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1099,"Hello, I received an OTP for a purchase I did not make",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1100,"Hello, I received an OTP for a purchase I did not make Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1101,"Hello, I received an OTP for a purchase I did not make I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1102,"Please help, I received an OTP for a purchase I did not make",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1103,"Please help, I received an OTP for a purchase I did not make Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1104,"Please help, I received an OTP for a purchase I did not make I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1105,I need assistance because I received an OTP for a purchase I did not make,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1106,I need assistance because I received an OTP for a purchase I did not make Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1107,I need assistance because I received an OTP for a purchase I did not make I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1108,This is urgent: I received an OTP for a purchase I did not make,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1109,This is urgent: I received an OTP for a purchase I did not make Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1110,This is urgent: I received an OTP for a purchase I did not make I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_04
ENG_1111,My saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1112,My saved card was used without permission Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1113,My saved card was used without permission I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1114,"Hello, my saved card was used without permission",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1115,"Hello, my saved card was used without permission Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1116,"Hello, my saved card was used without permission I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1117,"Please help, my saved card was used without permission",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1118,"Please help, my saved card was used without permission Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1119,"Please help, my saved card was used without permission I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1120,I need assistance because my saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1121,I need assistance because my saved card was used without permission Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1122,I need assistance because my saved card was used without permission I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1123,This is urgent: my saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1124,This is urgent: my saved card was used without permission Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1125,This is urgent: my saved card was used without permission I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05
ENG_1126,Someone changed my account password,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1127,Someone changed my account password Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1128,Someone changed my account password I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1129,"Hello, someone changed my account password",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1130,"Hello, someone changed my account password Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1131,"Hello, someone changed my account password I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1132,"Please help, someone changed my account password",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1133,"Please help, someone changed my account password Please resolve this.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1134,"Please help, someone changed my account password I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1135,I need assistance because someone changed my account password,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1136,I need assistance because someone changed my account password Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1137,I need assistance because someone changed my account password I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1138,This is urgent: someone changed my account password,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1139,This is urgent: someone changed my account password Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1140,This is urgent: someone changed my account password I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06
ENG_1141,I found an unfamiliar delivery address in my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07
ENG_1142,I found an unfamiliar delivery address in my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07
ENG_1143,I found an unfamiliar delivery address in my account I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07
