complaint_id,text,language,category,department,priority,template_group,text_length,word_count,split
HIN_0372,मुझे सहायता चाहिए क्योंकि रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05,105,19,train
ENG_1123,This is urgent: my saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,57,10,test
HGL_0387,Mujhe help chahiye kyunki refund ki deadline already cross ho gayi. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_06,95,15,test
HIN_1040,"नमस्ते, एक ही नंबर से गलती से दो अकाउंट बन गए हैं। कृपया इसे जल्दी हल करें।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_10,75,17,train
HGL_0568,Ye urgent hai: mujhe order ka ek item cancel karna hai.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_08,55,11,train
HGL_0105,Ye urgent hai: payment karne ke baad bhi order pending dikha raha hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07,98,17,test
HIN_0693,उत्पाद की गुणवत्ता बहुत खराब है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_07,65,12,validation
ENG_0676,The item arrived with broken parts,English,Product Issue,Product Support,High,English_Product Issue_06,34,6,train
HGL_0409,"Hello, mujhe expected amount se kam refund mila.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_08,48,8,train
ENG_0729,"Please help, the size or colour is different from what I ordered I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_09,102,20,test
ENG_0413,"Please help, I received a smaller refund than expected Please resolve this.",English,Refund Issue,Refund Team,High,English_Refund Issue_08,75,12,test
HIN_0317,मेरा रिफंड अभी भी पेंडिंग है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_02,54,11,train
HIN_0450,यह बहुत जरूरी है: मेरे बैंक खाते में रिफंड नहीं आया है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_10,88,18,train
ENG_0826,The replacement order has not been shipped,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06,42,7,test
ENG_0617,The item is defective and does not work Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_02,60,11,train
ENG_0115,I need assistance because I cannot complete the payment for my order,English,Payment Issue,Payments Team,High,English_Payment Issue_08,68,12,train
ENG_0418,This is urgent: I received a smaller refund than expected,English,Refund Issue,Refund Team,High,English_Refund Issue_08,57,10,test
HIN_0426,"नमस्ते, कई दिनों से रिफंड की स्थिति नहीं बदली है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09,82,16,validation
HGL_0253,Ye urgent hai: mera order wrong address par deliver hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_07,56,10,train
HGL_1124,Ye urgent hai: mere saved card ko bina permission use kiya gaya. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_05,91,16,train
ENG_0090,This is urgent: the UPI transaction succeeded but the order was not placed I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_06,112,21,train
HGL_0497,Cancel karne ke baad bhi order ship ho gaya. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_04,71,13,train
HGL_0736,Delivery mein empty package mila hai.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_10,37,6,train
HIN_0883,यह बहुत जरूरी है: मुझे गलत रिप्लेसमेंट उत्पाद मिला।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_09,51,9,train
ENG_0754,"Hello, I want to return this product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01,36,7,train
HGL_0147,Mujhe help chahiye kyunki mere order ke liye wrong amount charge hua hai. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_10,101,17,train
HIN_0431,मुझे सहायता चाहिए क्योंकि कई दिनों से रिफंड की स्थिति नहीं बदली है। कृपया इसे जल्दी हल करें।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_09,92,18,validation
ENG_0012,I need assistance because my payment was deducted but the order was not confirmed I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_01,119,22,train
HGL_0045,Ye urgent hai: payment fail hua but account se money deduct ho gayi. Mujhe jaldi update chahiye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_03,96,17,train
ENG_0285,This is urgent: the courier refused to deliver my package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09,95,18,train
ENG_1067,Someone placed an order using my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02,61,10,train
ENG_1192,"Please help, there are multiple unauthorised purchases on my account",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_10,68,10,train
HIN_0241,मेरा ऑर्डर गलत पते पर भेज दिया गया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_07,35,8,train
HGL_0963,Mera saved address disappear ho gaya. Mujhe jaldi update chahiye.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,65,10,train
HGL_0961,Mera saved address disappear ho gaya.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,37,6,train
HGL_0339,"Please help, mujhe sirf partial refund mila hai. Mujhe jaldi update chahiye.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_03,76,12,train
HGL_0847,"Please help, return window galat closed show ho rahi hai.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_07,57,10,test
HIN_0369,"कृपया मदद करें, रिटर्न स्वीकार होने के बाद भी रिफंड नहीं मिला। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_05,95,18,train
HGL_0028,Ye urgent hai: same order ke liye do baar paise cut gaye.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_02,57,12,train
HGL_0338,"Please help, mujhe sirf partial refund mila hai. Please jaldi resolve karo.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_03,75,12,train
HGL_0685,Mujhe help chahiye kyunki item ke parts broken hain.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_06,52,9,train
HIN_0488,"कृपया मदद करें, कैंसलेशन अनुरोध बार-बार फेल हो रहा है। कृपया इसे जल्दी हल करें।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_03,79,15,train
ENG_0852,I need assistance because the return window is incorrectly shown as closed I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07,112,20,test
HIN_1008,मैं अकाउंट से जुड़ा ईमेल नहीं बदल पा रही हूँ। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_08,78,16,test
ENG_0896,I need assistance because my return request was cancelled without explanation Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10,98,14,train
ENG_0497,The order was shipped after I requested cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_04,73,11,test
HIN_1106,मुझे सहायता चाहिए क्योंकि मुझे ऐसी खरीदारी का ओटीपी मिला जो मैंने नहीं की। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_04,99,19,validation
HIN_0583,यह बहुत जरूरी है: रद्द करने के बाद भी ऑर्डर सक्रिय दिख रहा है।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_09,62,14,train
ENG_0336,"Hello, only part of the refund was credited I need an update as soon as possible.",English,Refund Issue,Refund Team,High,English_Refund Issue_03,81,16,train
HGL_0440,"Hello, mere bank account mein promised refund nahi aaya. Please jaldi resolve karo.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_10,83,13,train
ENG_0516,"Hello, I accidentally placed an order and need to cancel it I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05,97,19,train
HIN_0149,यह बहुत जरूरी है: मेरी खरीदारी के लिए गलत राशि ली गई। कृपया इसे जल्दी हल करें।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_10,78,17,test
ENG_1016,I need assistance because I cannot change the email linked to my account Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_08,93,16,test
HGL_0417,Mujhe help chahiye kyunki mujhe expected amount se kam refund mila. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_08,95,15,train
HGL_0971,Mujhe help chahiye kyunki mera saved address disappear ho gaya. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,90,14,train
HGL_0965,"Hello, mera saved address disappear ho gaya. Please jaldi resolve karo.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,71,11,train
HGL_0410,"Hello, mujhe expected amount se kam refund mila. Please jaldi resolve karo.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_08,75,12,train
HGL_0679,"Hello, item ke parts broken hain.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_06,33,6,train
HIN_0582,मुझे सहायता चाहिए क्योंकि रद्द करने के बाद भी ऑर्डर सक्रिय दिख रहा है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_09,103,20,train
HGL_0170,"Hello, promised date ke baad bhi package nahi aaya. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_02,78,13,train
HIN_0586,ऑर्डर रद्द करने पर मुझसे शुल्क लिया गया।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_10,40,8,train
HIN_0871,मुझे गलत रिप्लेसमेंट उत्पाद मिला।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_09,33,5,train
ENG_0357,I need assistance because the app says refunded but the money is not in my account I need an update as soon as possible.,English,Refund Issue,Refund Team,High,English_Refund Issue_04,120,24,test
HGL_1022,Meri order history missing hai. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_09,58,9,train
HIN_0113,"कृपया मदद करें, मैं अपने ऑर्डर का पेमेंट पूरा नहीं कर पा रही हूँ। कृपया इसे जल्दी हल करें।",Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_08,90,19,train
HIN_0436,मेरे बैंक खाते में रिफंड नहीं आया है।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_10,37,8,train
ENG_0551,I need assistance because the app is not showing the cancellation option Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07,93,15,test
HIN_1189,"नमस्ते, मेरे अकाउंट से कई अनधिकृत खरीदारी हुई हैं।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_10,50,9,train
HGL_0080,"Hello, UPI payment successful tha but order place nahi hua. Please jaldi resolve karo.",Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_06,86,14,train
HGL_0122,Checkout ke time payment page baar baar fail ho raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_09,84,15,validation
HIN_1066,किसी ने मेरे अकाउंट से ऑर्डर किया है।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_02,37,8,test
HGL_0560,"Hello, mujhe order ka ek item cancel karna hai. Please jaldi resolve karo.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_08,74,13,train
HIN_0028,यह बहुत जरूरी है: एक ही ऑर्डर के लिए दो बार पैसे कट गए।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_02,55,14,train
HGL_0812,Mujhe item ko different size se exchange karna hai. Please jaldi resolve karo.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_05,78,13,train
ENG_0958,This is urgent: I cannot update my phone number,English,Account Issue,Account Support,Medium,English_Account Issue_04,47,9,train
HIN_0574,"नमस्ते, रद्द करने के बाद भी ऑर्डर सक्रिय दिख रहा है।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_09,52,11,train
HIN_0942,मुझे सहायता चाहिए क्योंकि मेरा अकाउंट लॉक हो गया है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_03,85,16,train
ENG_1009,"Hello, I cannot change the email linked to my account",English,Account Issue,Account Support,Medium,English_Account Issue_08,53,10,test
ENG_1093,This is urgent: my account appears to have been hacked,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03,54,10,test
HGL_0804,"Please help, return pickup abhi tak nahi hua. Mujhe jaldi update chahiye.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_04,73,12,validation
HGL_0345,Ye urgent hai: mujhe sirf partial refund mila hai. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_03,78,13,train
ENG_0997,"Please help, the app logs me out repeatedly",English,Account Issue,Account Support,Medium,English_Account Issue_07,43,8,test
HIN_0480,यह बहुत जरूरी है: ऑर्डर रद्द करने का बटन उपलब्ध नहीं है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_02,89,18,test
ENG_0154,"Hello, my order has not arrived yet",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_01,35,7,train
HGL_0940,Mujhe help chahiye kyunki mera account lock ho gaya hai.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_03,56,10,train
HGL_0509,Ye urgent hai: cancel karne ke baad bhi order ship ho gaya. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_04,86,16,train
HGL_0438,Mere bank account mein promised refund nahi aaya. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_10,77,12,train
ENG_0581,I need assistance because my order still appears active after cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09,95,14,train
HIN_0271,कूरियर वाले ने पैकेज देने से मना कर दिया।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_09,41,9,validation
ENG_0704,This is urgent: the product quality is very poor Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_07,69,12,test
HIN_0013,यह बहुत जरूरी है: मेरे पैसे कट गए लेकिन ऑर्डर कन्फर्म नहीं हुआ।,Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_01,63,13,train
ENG_0897,I need assistance because my return request was cancelled without explanation I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10,115,19,train
ENG_0488,"Please help, my cancellation request keeps failing Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_03,71,10,train
ENG_0560,"Hello, I want to cancel one item from my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08,67,13,train
ENG_1142,I found an unfamiliar delivery address in my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07,73,12,validation
ENG_1120,I need assistance because my saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,67,11,test
HGL_0450,Ye urgent hai: mere bank account mein promised refund nahi aaya. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_10,92,15,train
ENG_0513,I accidentally placed an order and need to cancel it I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_05,90,18,train
ENG_0634,"Hello, I received the wrong product",English,Product Issue,Product Support,High,English_Product Issue_03,35,6,train
HGL_1194,"Please help, mere account se multiple unauthorised purchases hui hain. Mujhe jaldi update chahiye.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,98,14,test
HIN_0465,यह बहुत जरूरी है: मैं अपना ऑर्डर रद्द नहीं कर पा रही हूँ। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_01,90,19,validation
ENG_1013,"Please help, I cannot change the email linked to my account Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_08,80,14,test
HIN_0732,मुझे सहायता चाहिए क्योंकि उत्पाद का आकार या रंग मेरे ऑर्डर से अलग है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_09,102,20,train
ENG_1151,I need assistance because I found an unfamiliar delivery address in my account Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07,99,16,validation
HGL_0439,"Hello, mere bank account mein promised refund nahi aaya.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_10,56,9,train
HGL_0967,"Please help, mera saved address disappear ho gaya.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_05,50,8,train
ENG_0117,I need assistance because I cannot complete the payment for my order I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_08,106,20,train
ENG_0741,"Hello, the package was empty when it arrived I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_10,82,16,train
HGL_0914,Ye urgent hai: main apne account mein login nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_01,93,17,train
HIN_0775,मुझे सहायता चाहिए क्योंकि मुझे खराब सामान का रिप्लेसमेंट चाहिए।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_02,63,10,train
ENG_1082,My account appears to have been hacked Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_03,59,10,test
HIN_0611,मुझे सहायता चाहिए क्योंकि मुझे मिला हुआ उत्पाद खराब है। कृपया इसे जल्दी हल करें।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_01,80,15,test
ENG_0831,"Hello, the replacement order has not been shipped I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06,87,16,test
ENG_0120,This is urgent: I cannot complete the payment for my order I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_08,96,19,train
ENG_0657,I need assistance because the product does not match its description I need an update as soon as possible.,English,Product Issue,Product Support,High,English_Product Issue_04,106,19,train
HGL_0875,"Hello, mujhe wrong replacement product mila. Please jaldi resolve karo.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_09,71,10,train
HGL_0825,Ye urgent hai: mujhe item ko different size se exchange karna hai. Mujhe jaldi update chahiye.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_05,94,16,train
HGL_1113,Mere saved card ko bina permission use kiya gaya. Mujhe jaldi update chahiye.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_05,77,13,train
ENG_0636,"Hello, I received the wrong product I need an update as soon as possible.",English,Product Issue,Product Support,High,English_Product Issue_03,73,14,train
ENG_0370,I need assistance because my return was accepted but the refund was not processed,English,Refund Issue,Refund Team,High,English_Refund Issue_05,81,14,train
ENG_0269,This is urgent: only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08,72,13,train
HGL_0304,"Hello, order cancel kiya but refund abhi tak nahi mila.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_01,55,10,train
HGL_0584,Ye urgent hai: cancel karne ke baad bhi order active dikha raha hai. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_09,95,17,train
HGL_0471,"Hello, cancel button available nahi hai. Mujhe jaldi update chahiye.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_02,68,10,train
HGL_0515,"Hello, galti se order place hua aur mujhe cancel karna hai. Please jaldi resolve karo.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_05,86,15,test
ENG_0047,My card payment is stuck in processing Please resolve this.,English,Payment Issue,Payments Team,High,English_Payment Issue_04,59,10,validation
HGL_0931,Mera account lock ho gaya hai.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_03,30,6,train
ENG_0992,The app logs me out repeatedly Please resolve this.,English,Account Issue,Account Support,Medium,English_Account Issue_07,51,9,test
ENG_0877,"Please help, I received the wrong replacement product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09,53,8,train
ENG_0774,"Please help, I need a replacement for the damaged item I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_02,92,18,train
HIN_0020,"नमस्ते, एक ही ऑर्डर के लिए दो बार पैसे कट गए। कृपया इसे जल्दी हल करें।",Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_02,70,16,train
ENG_1127,Someone changed my account password Please resolve this.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_06,56,8,train
ENG_0005,"Hello, my payment was deducted but the order was not confirmed Please resolve this.",English,Payment Issue,Payments Team,High,English_Payment Issue_01,83,14,train
HGL_0652,"Please help, product description ke according nahi hai.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_04,55,8,train
HIN_0396,"नमस्ते, रिफंड गलत पेमेंट माध्यम में भेज दिया गया। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_07,82,15,test
HIN_1112,मेरे सेव किए हुए कार्ड का बिना अनुमति उपयोग हुआ। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_05,73,15,train
HGL_0641,Mujhe help chahiye kyunki mujhe wrong product deliver hua. Please jaldi resolve karo.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_03,85,13,validation
HGL_1186,Mere account se multiple unauthorised purchases hui hain.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_10,57,8,test
HGL_0092,Payment karne ke baad bhi order pending dikha raha hai. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_07,82,14,test
HGL_0651,"Hello, product description ke according nahi hai. Mujhe jaldi update chahiye.",Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_04,77,11,train
ENG_1078,This is urgent: someone placed an order using my account,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_02,56,10,train
ENG_0838,This is urgent: the replacement order has not been shipped,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06,58,10,test
ENG_0682,"Please help, the item arrived with broken parts",English,Product Issue,Product Support,High,English_Product Issue_06,47,8,train
HIN_0516,"नमस्ते, गलती से किया गया ऑर्डर रद्द करना है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_05,77,15,train
HIN_1153,यह बहुत जरूरी है: मेरे अकाउंट में एक अनजान डिलीवरी पता दिखाई दे रहा है।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_07,71,15,train
HGL_0218,"Please help, mera package same location par stuck hai. Please jaldi resolve karo.",Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_05,81,13,train
HIN_1162,"कृपया मदद करें, मुझे पेमेंट मांगने वाला संदिग्ध संदेश मिला।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_08,59,10,train
HIN_0998,"कृपया मदद करें, ऐप मुझे बार-बार लॉग आउट कर रहा है। कृपया इसे जल्दी हल करें।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_07,75,16,train
ENG_1149,"Please help, I found an unfamiliar delivery address in my account I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_07,103,19,validation
ENG_0575,"Hello, my order still appears active after cancellation Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09,76,11,train
ENG_0051,"Hello, my card payment is stuck in processing I need an update as soon as possible.",English,Payment Issue,Payments Team,High,English_Payment Issue_04,83,16,validation
ENG_0854,This is urgent: the return window is incorrectly shown as closed Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07,85,14,test
HIN_0783,मेरा रिटर्न अनुरोध स्वीकार नहीं हो रहा है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_03,75,14,train
HGL_0375,Ye urgent hai: return accept hua but refund process nahi hua. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_05,89,15,validation
HIN_0624,"कृपया मदद करें, सामान काम नहीं कर रहा है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_02,74,15,train
ENG_0834,"Please help, the replacement order has not been shipped I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_06,93,17,test
ENG_1116,"Hello, my saved card was used without permission I need an update as soon as possible.",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,86,16,test
ENG_1167,I need assistance because I received a suspicious message asking for payment I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_08,114,20,train
HGL_0119,Ye urgent hai: main apne order ka payment complete nahi kar pa rahi hoon. Please jaldi resolve karo.,Hinglish,Payment Issue,Payments Team,High,Hinglish_Payment Issue_08,100,18,train
HIN_0707,मुझे एक्सपायर हो चुका उत्पाद मिला। कृपया इसे जल्दी हल करें।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_08,59,11,train
ENG_0972,I need assistance because my saved address has disappeared I need an update as soon as possible.,English,Account Issue,Account Support,Medium,English_Account Issue_05,96,17,train
HGL_0302,Order cancel kiya but refund abhi tak nahi mila. Please jaldi resolve karo.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_01,75,13,train
ENG_0400,I need assistance because the refund was sent to the wrong payment method,English,Refund Issue,Refund Team,High,English_Refund Issue_07,73,13,train
HGL_0160,Mujhe help chahiye kyunki mera order abhi tak deliver nahi hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01,63,11,train
HIN_1169,यह बहुत जरूरी है: मुझे पेमेंट मांगने वाला संदिग्ध संदेश मिला। कृपया इसे जल्दी हल करें।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_08,86,16,train
ENG_0020,"Hello, I was charged twice for the same order Please resolve this.",English,Payment Issue,Payments Team,High,English_Payment Issue_02,66,12,train
ENG_0685,I need assistance because the item arrived with broken parts,English,Product Issue,Product Support,High,English_Product Issue_06,60,10,train
ENG_0036,"Hello, the payment failed but money was taken from my account I need an update as soon as possible.",English,Payment Issue,Payments Team,High,English_Payment Issue_03,99,19,test
HGL_0551,Mujhe help chahiye kyunki app mein cancellation option show nahi ho raha. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_07,100,16,train
HGL_0995,"Hello, app mujhe baar baar logout kar raha hai. Please jaldi resolve karo.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_07,74,13,train
HGL_0476,Mujhe help chahiye kyunki cancel button available nahi hai. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_02,86,13,train
